clade_name	ArocheXA_2025__SRR32671091	ArocheXA_2025__SRR32671092	ArocheXA_2025__SRR32671084	ArocheXA_2025__SRR32671085	ArocheXA_2025__SRR32671090	ArocheXA_2025__SRR32671081	ArocheXA_2025__SRR32671093	ArocheXA_2025__SRR32671096	ArocheXA_2025__SRR32671094	ArocheXA_2025__SRR32671082	ArocheXA_2025__SRR32671083
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Arenimonas|s__Arenimonas_caeni|t__SGB22689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03434	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Arenimonas|s__Arenimonas_maotaiensis|t__SGB88771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03149	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_DSM_11652|t__SGB10414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02814	0.0
k__Bacteria|p__Firmicutes|c__CFGB8327|o__OFGB8327|f__FGB8327|g__GGB25490|s__GGB25490_SGB37451|t__SGB37451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02586	0.0447
k__Bacteria|p__Bacteroidota|c__CFGB41857|o__OFGB41857|f__FGB41857|g__GGB45838|s__GGB45838_SGB63563|t__SGB63563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02276	0.0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Paracholeplasma|s__Paracholeplasma_vituli|t__SGB109103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02112	0.0
k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3847|o__OFGB3847|f__FGB3847|g__GGB47501|s__GGB47501_SGB75672|t__SGB75672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02086	0.0
k__Bacteria|p__Firmicutes|c__CFGB94415|o__OFGB94415|f__FGB94415|g__GGB47112|s__GGB47112_SGB65038|t__SGB65038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01498	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB43086|s__GGB43086_SGB60330|t__SGB60330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01424	0.014
k__Bacteria|p__Bacteroidota|c__CFGB4833|o__OFGB4833|f__FGB4833|g__GGB37353|s__GGB37353_SGB48151|t__SGB48151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0
k__Bacteria|p__Bacteroidota|c__CFGB7536|o__OFGB7536|f__FGB7536|g__GGB46112|s__GGB46112_SGB63873|t__SGB63873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01219	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01043	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Halopseudomonas|s__Halopseudomonas_yangmingensis|t__SGB22885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Neopusillimonas|s__Neopusillimonas_aromaticivorans|t__SGB60331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp_pealriver|t__SGB28935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB2339|o__OFGB2339|f__FGB2339|g__GGB6463|s__GGB6463_SGB9146|t__SGB9146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13091
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora_sp_HNM0986|t__SGB73721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86624
k__Bacteria|p__Campylobacterota|c__CFGB9023|o__OFGB9023|f__FGB9023|g__GGB81271|s__GGB81271_SGB39031|t__SGB39031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44798
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Paracholeplasma|s__Paracholeplasma_manati|t__SGB39147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43561
k__Bacteria|p__Kiritimatiellota|c__CFGB30752|o__OFGB30752|f__FGB30752|g__GGB25770|s__GGB25770_SGB37750|t__SGB37750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32248
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__Sulfuricurvum|s__Sulfuricurvum_sp_IAE1|t__SGB28557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26951
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__GGB26497|s__GGB26497_SGB38668|t__SGB38668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22136
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Soehngenia|s__Soehngenia_longivitae|t__SGB30347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10203
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB96127|s__GGB96127_SGB123189|t__SGB123189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09118
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_copri|t__SGB1626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08865
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_propionica|t__SGB12598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08772
k__Bacteria|p__Firmicutes|c__CFGB35175|o__OFGB35175|f__FGB35175|g__GGB41980|s__GGB41980_SGB59103|t__SGB59103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08269
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB59904|s__GGB59904_SGB81786|t__SGB81786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06247
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_wenzhouensis|t__SGB110433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03821
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_oryzihabitans|t__SGB12308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03536
k__Bacteria|p__Bacteroidota|c__CFGB42656|o__OFGB42656|f__FGB42656|g__GGB113071|s__GGB113071_SGB197167|t__SGB197167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02111
