sample	SequinoG_2024_a__SRR26596524	SequinoG_2024_a__SRR26596525	SequinoG_2024_a__SRR26596526	SequinoG_2024_a__SRR26596527	SequinoG_2024_a__SRR26596528	SequinoG_2024_a__SRR26596529	SequinoG_2024_a__SRR26596530	SequinoG_2024_a__SRR26596531	SequinoG_2024_a__SRR26596532	SequinoG_2024_a__SRR26596533	SequinoG_2024_a__SRR26596534	SequinoG_2024_a__SRR26596535	SequinoG_2024_a__SRR26596536	SequinoG_2024_a__SRR26596537	SequinoG_2024_a__SRR26596538	SequinoG_2024_a__SRR26596539	SequinoG_2024_a__SRR26596540	SequinoG_2024_a__SRR26596541	SequinoG_2024_a__SRR26596542	SequinoG_2024_a__SRR26596543	SequinoG_2024_a__SRR26596544	SequinoG_2024_a__SRR26596545	SequinoG_2024_a__SRR26596546	SequinoG_2024_a__SRR26596547	SequinoG_2024_a__SRR26596548	SequinoG_2024_a__SRR26596549	SequinoG_2024_a__SRR26596550	SequinoG_2024_a__SRR26596551	SequinoG_2024_a__SRR26596552	SequinoG_2024_a__SRR26596553	SequinoG_2024_a__SRR26596554	SequinoG_2024_a__SRR26596555	SequinoG_2024_a__SRR26596556	SequinoG_2024_a__SRR26596557	SequinoG_2024_a__SRR26596558	SequinoG_2024_a__SRR26596559	SequinoG_2024_a__SRR26596560	SequinoG_2024_a__SRR26596561	SequinoG_2024_a__SRR26596562	SequinoG_2024_a__SRR26596563	SequinoG_2024_a__SRR26596564	SequinoG_2024_a__SRR26596565	SequinoG_2024_a__SRR26596566	SequinoG_2024_a__SRR26596567	SequinoG_2024_a__SRR26596568	SequinoG_2024_a__SRR26596569	SequinoG_2024_a__SRR26596570	SequinoG_2024_a__SRR26596571	SequinoG_2024_a__SRR26596572	SequinoG_2024_a__SRR26596573	SequinoG_2024_a__SRR26596574	SequinoG_2024_a__SRR26596575	SequinoG_2024_a__SRR26596576	SequinoG_2024_a__SRR26596577	SequinoG_2024_a__SRR26596578	SequinoG_2024_a__SRR26596579	SequinoG_2024_a__SRR26596580	SequinoG_2024_a__SRR26596581	SequinoG_2024_a__SRR26596582	SequinoG_2024_a__SRR26596583	SequinoG_2024_a__SRR26596584	SequinoG_2024_a__SRR26596585	SequinoG_2024_a__SRR26596586	SequinoG_2024_a__SRR26596587	SequinoG_2024_a__SRR26596588	SequinoG_2024_a__SRR26596589	SequinoG_2024_a__SRR26596590	SequinoG_2024_a__SRR26596591	SequinoG_2024_a__SRR26596592	SequinoG_2024_a__SRR26596593	SequinoG_2024_a__SRR26596594	SequinoG_2024_a__SRR26596595	SequinoG_2024_a__SRR26596596	SequinoG_2024_a__SRR26596597	SequinoG_2024_a__SRR26596598	SequinoG_2024_a__SRR26596599	SequinoG_2024_a__SRR26596600	SequinoG_2024_a__SRR26596601	SequinoG_2024_a__SRR26596602
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_sp_p3_SID1433|t__SGB98788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis|t__SGB11742_group	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_viridans|t__SGB7906	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_fozii|t__SGB23001	0.37279	0.0	1.61154	0.01227	2.38533	0.02557	0.0	0.0	0.41004	0.01662	2.21819	0.5515	0.00164	0.0	0.01611	0.0	0.21345	0.0	0.32635	0.0	0.0	0.05982	0.0	0.0	0.30687	0.6573	0.00352	0.00301	0.28134	0.0	0.0	0.06554	0.10115	0.0	0.76598	0.0	0.0	0.09039	0.0	0.32	0.0	0.25087	0.0	0.0	0.16943	0.22258	2.11602	0.31892	0.41039	0.82424	1.2728	0.18277	0.0	0.0	0.0	0.0	0.0	0.0423	0.0	0.0	0.22225	0.83317	0.0	0.1501	0.04772	0.0	0.25982	0.0	0.04088	0.0	0.0	0.0	0.0	0.07103	0.9832	0.0478	0.02362	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_fluvialis|t__SGB7919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB31770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB97402|t__SGB97402	0.0	0.0	0.0	1.32697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33952	0.0	0.0225	0.0	0.0	0.20953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_coleopterorum|t__SGB82616	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.0	0.0	0.07367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_namnetense|t__SGB16956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media|t__SGB9957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02739	0.0	0.0	0.0	0.27004	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tomkonis|t__SGB11096	0.0	0.0	0.0	0.0	0.0	0.01207	0.0	0.0	0.0	0.0	0.0	0.0	0.1916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.95304	0.0	0.0	0.0	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04303	0.0	0.0	0.00231	1.867	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_amarae|t__SGB34818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_rhizosphaerae|t__SGB81821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12501	0.0	0.0	0.02518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.01963	0.0	0.0	0.0	0.01326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_undina|t__SGB13897	0.0	0.0	0.0	0.0	0.07379	0.03472	0.0	0.04736	0.0	0.03745	0.03347	0.0	0.08427	0.01782	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07105	0.0	0.0	0.0	0.0	0.0	0.0	0.00431	0.0	0.0	0.0	0.00549	0.0	0.01368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07274	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_vesiculosa|t__SGB10328	1.05961	0.05593	0.04941	0.0	0.21223	0.01752	0.0	0.0	0.12007	1.63755	0.26686	0.83203	0.08046	0.0	1.74214	0.0	0.63675	0.0	0.60777	0.0	0.0	0.0	0.0	0.0	0.0	0.27698	0.20166	0.0	1.04736	0.0	0.0	0.0	0.00688	0.0	0.11601	0.0	0.0	0.00658	0.0	0.31642	0.01617	0.91215	0.0	0.0	0.0	0.0	0.52301	1.51726	0.17398	0.26201	0.06507	0.0	0.0	0.23794	0.0	0.03882	0.0	0.02033	0.0	0.0	0.0	0.0482	0.0	0.08693	0.81924	0.0	0.13073	0.0	0.12388	0.0	0.0	0.0	0.0	0.0	1.20766	0.09408	0.10068	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_extremaustralis|t__SGB12137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii|t__SGB12924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01326	0.0	0.0	0.0	0.59499	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Pelomonas_aquatica|t__SGB178303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00506	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_denitrificans|t__SGB10945	0.0	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.0	0.57488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173	0.0	0.0	0.0	2.41812	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0544	0.0	0.0	0.0305	3.11418	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_submarinus|t__SGB31383	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33648
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_fjordensis|t__SGB206397	0.00389	0.0	0.04112	0.00033	0.08763	0.0	0.0	0.0	0.00764	0.0	0.06909	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484	0.0	0.0	0.0	0.0	0.00791	0.0	0.00086	0.0	0.0	0.0	0.0	0.03163	0.01165	0.00471	0.01177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.01	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_piscicola|t__SGB9827	0.41059	20.67333	0.08295	0.03724	0.93627	0.53925	1.84393	0.08749	0.15582	36.24501	1.67694	0.75182	16.871	2.16846	42.15023	3.92507	72.16688	35.74834	2.37545	20.33715	1.55238	5.18592	1.01854	0.0	0.0	0.17455	0.71548	3.31057	0.83213	15.65631	0.16597	0.0	1.83594	2.85219	7.79911	20.92073	2.34071	0.47744	52.86969	4.70622	27.57627	0.9133	22.05114	0.03012	0.0	0.0	0.00024	20.44413	0.0001	5.75802	0.88091	2.43273	2.83267	34.20616	0.0	0.45303	11.55709	10.26647	22.66529	0.0	0.0	4.25229	74.90539	57.72145	0.46769	73.95132	16.73594	78.78431	29.14505	79.72945	11.3612	4.75914	2.8237	0.0	0.31334	22.96074	11.82858	8.11127	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_hungaricum|t__SGB11031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.68754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01305	0.0	0.0	0.00991	1.32975	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_llatzerense|t__SGB15718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_elkanii|t__SGB11334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_xenophagum|t__SGB11606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_morhuae|t__SGB10324	2.35845	0.01021	0.7321	0.01322	0.36195	0.11123	0.0	0.0	1.32617	1.05348	0.5089	2.67135	0.02464	0.0	0.20144	0.0	0.27511	0.0	2.64785	0.0	1.75933	0.0	0.0	0.0	0.0	0.89957	2.77345	0.0	1.45071	0.0	0.0	0.0	0.30332	0.0	0.95038	0.0	0.0	0.61344	0.0	2.67368	0.16741	1.4084	0.0028	0.0	0.0	0.0	0.55173	0.39846	0.1679	0.04009	0.33382	0.0	0.0	0.15161	0.0	0.11031	0.0	0.07354	0.0	0.0	0.0	0.05911	0.0	0.0	3.26055	0.0	0.06113	0.0	1.09073	0.0	0.0	0.0	0.0	0.0	2.61271	0.19939	0.06364	0.0	0.0
k__Eukaryota|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia_restricta|t__EUK76775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.04854	0.0	0.28663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
