sample	MASTER_WP4_CSIC_2__P2476	MASTER_WP4_CSIC_2__P2477	MASTER_WP4_CSIC_2__P2478	MASTER_WP4_CSIC_2__P2479	MASTER_WP4_CSIC_2__P2480	MASTER_WP4_CSIC_2__P2481	MASTER_WP4_CSIC_2__P2482	MASTER_WP4_CSIC_2__P2483	MASTER_WP4_CSIC_2__P2484	MASTER_WP4_CSIC_2__P2485	MASTER_WP4_CSIC_2__P2489	MASTER_WP4_CSIC_2__P2490	MASTER_WP4_CSIC_2__P2491	MASTER_WP4_CSIC_2__P2492	MASTER_WP4_CSIC_2__P2493	MASTER_WP4_CSIC_2__P2494	MASTER_WP4_CSIC_2__P2495	MASTER_WP4_CSIC_2__P2496	MASTER_WP4_CSIC_2__P2497	MASTER_WP4_CSIC_2__P2498	MASTER_WP4_CSIC_2__P2499	MASTER_WP4_CSIC_2__P2500	MASTER_WP4_CSIC_2__P2501	MASTER_WP4_CSIC_2__P2502	MASTER_WP4_CSIC_2__P2503	MASTER_WP4_CSIC_2__P2504	MASTER_WP4_CSIC_2__P2505	MASTER_WP4_CSIC_2__P2507	MASTER_WP4_CSIC_2__P2508	MASTER_WP4_CSIC_2__P2509	MASTER_WP4_CSIC_2__P2510	MASTER_WP4_CSIC_2__P2511	MASTER_WP4_CSIC_2__P2512	MASTER_WP4_CSIC_2__P2514	MASTER_WP4_CSIC_2__P2515	MASTER_WP4_CSIC_2__P2516	MASTER_WP4_CSIC_2__P2517	MASTER_WP4_CSIC_2__P2518	MASTER_WP4_CSIC_2__P2519	MASTER_WP4_CSIC_2__P2520	MASTER_WP4_CSIC_2__P2521	MASTER_WP4_CSIC_2__P2523	MASTER_WP4_CSIC_2__P2524	MASTER_WP4_CSIC_2__P2525	MASTER_WP4_CSIC_2__P2526	MASTER_WP4_CSIC_2__P2527	MASTER_WP4_CSIC_2__P2528	MASTER_WP4_CSIC_2__P2529	MASTER_WP4_CSIC_2__P2530	MASTER_WP4_CSIC_2__P2531	MASTER_WP4_CSIC_2__P2532	MASTER_WP4_CSIC_2__P2533	MASTER_WP4_CSIC_2__P2534	MASTER_WP4_CSIC_2__P2535	MASTER_WP4_CSIC_2__P2536	MASTER_WP4_CSIC_2__P2537	MASTER_WP4_CSIC_2__P2538	MASTER_WP4_CSIC_2__P2539	MASTER_WP4_CSIC_2__P2540	MASTER_WP4_CSIC_2__P2541	MASTER_WP4_CSIC_2__P2542	MASTER_WP4_CSIC_2__P2543	MASTER_WP4_CSIC_2__P2544	MASTER_WP4_CSIC_2__P2545	MASTER_WP4_CSIC_2__P2548	MASTER_WP4_CSIC_2__P2549	MASTER_WP4_CSIC_2__P2550	MASTER_WP4_CSIC_2__P2551	MASTER_WP4_CSIC_2__P2552	MASTER_WP4_CSIC_2__P2553	MASTER_WP4_CSIC_2__P2554	MASTER_WP4_CSIC_2__P2555	MASTER_WP4_CSIC_2__P2556	MASTER_WP4_CSIC_2__P2557	MASTER_WP4_CSIC_2__P2558	MASTER_WP4_CSIC_2__P2559	MASTER_WP4_CSIC_2__P2560	MASTER_WP4_CSIC_2__P2561	MASTER_WP4_CSIC_2__P2562	MASTER_WP4_CSIC_2__P2563	MASTER_WP4_CSIC_2__P2564	MASTER_WP4_CSIC_2__P2565	MASTER_WP4_CSIC_2__P2566	MASTER_WP4_CSIC_2__P2567	MASTER_WP4_CSIC_2__P2568	MASTER_WP4_CSIC_2__P2569	MASTER_WP4_CSIC_2__P2570	MASTER_WP4_CSIC_2__P2571	MASTER_WP4_CSIC_2__P2572	MASTER_WP4_CSIC_2__P2573	MASTER_WP4_CSIC_2__P2574	MASTER_WP4_CSIC_2__P2575	MASTER_WP4_CSIC_2__P2576	MASTER_WP4_CSIC_2__P2577	MASTER_WP4_CSIC_2__P2578	MASTER_WP4_CSIC_2__P2579	MASTER_WP4_CSIC_2__P2580	MASTER_WP4_CSIC_2__P2581	MASTER_WP4_CSIC_2__P2582	MASTER_WP4_CSIC_2__P2583	MASTER_WP4_CSIC_2__P2584	MASTER_WP4_CSIC_2__P2585	MASTER_WP4_CSIC_2__P2586	MASTER_WP4_CSIC_2__P2587	MASTER_WP4_CSIC_2__P2588	MASTER_WP4_CSIC_2__P2589	MASTER_WP4_CSIC_2__P2590	MASTER_WP4_CSIC_2__P2591	MASTER_WP4_CSIC_2__P2592	MASTER_WP4_CSIC_2__P2593	MASTER_WP4_CSIC_2__P2594	MASTER_WP4_CSIC_2__P2595	MASTER_WP4_CSIC_2__P2596	MASTER_WP4_CSIC_2__P2597	MASTER_WP4_CSIC_2__P2598	MASTER_WP4_CSIC_2__P2599	MASTER_WP4_CSIC_2__P2600	MASTER_WP4_CSIC_2__P2601	MASTER_WP4_CSIC_2__P2602	MASTER_WP4_CSIC_2__P2603	MASTER_WP4_CSIC_2__P2604	MASTER_WP4_CSIC_2__P2605	MASTER_WP4_CSIC_2__P2606	MASTER_WP4_CSIC_2__P2607	MASTER_WP4_CSIC_2__P2608	MASTER_WP4_CSIC_2__P2609	MASTER_WP4_CSIC_2__P2610	MASTER_WP4_CSIC_2__P2611	MASTER_WP4_CSIC_2__P2612	MASTER_WP4_CSIC_2__P2613	MASTER_WP4_CSIC_2__P2614	MASTER_WP4_CSIC_2__P2615	MASTER_WP4_CSIC_2__P2616	MASTER_WP4_CSIC_2__P2618	MASTER_WP4_CSIC_2__P2619	MASTER_WP4_CSIC_2__P2620	MASTER_WP4_CSIC_2__P2621	MASTER_WP4_CSIC_2__P2623	MASTER_WP4_CSIC_2__P2624	MASTER_WP4_CSIC_2__P2625	MASTER_WP4_CSIC_2__P2626	MASTER_WP4_CSIC_2__P2627	MASTER_WP4_CSIC_2__P2628	MASTER_WP4_CSIC_2__P2629	MASTER_WP4_CSIC_2__P2630	MASTER_WP4_CSIC_2__P2631	MASTER_WP4_CSIC_2__P2632	MASTER_WP4_CSIC_2__P2633	MASTER_WP4_CSIC_2__P2634	MASTER_WP4_CSIC_2__P2635	MASTER_WP4_CSIC_2__P2636	MASTER_WP4_CSIC_2__P2637	MASTER_WP4_CSIC_2__P2638	MASTER_WP4_CSIC_2__P2639	MASTER_WP4_CSIC_2__P2640	MASTER_WP4_CSIC_2__P2641	MASTER_WP4_CSIC_2__P2644	MASTER_WP4_CSIC_2__P2645
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__GGB71281|s__GGB71281_SGB97358|t__SGB97358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__GGB71282|s__GGB71282_SGB97359|t__SGB97359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__GGB7989|s__GGB7989_SGB99144|t__SGB99144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida|t__SGB12293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75233	0.94834	0.0	0.00257	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.54403	0.00082	0.0	0.0	0.00162	0.0	0.0	6e-05	0.0	0.0	0.02679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.28831	1.51389	0.00815	0.00278	0.00178	0.00429	0.00084	0.03525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04054	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19721	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Erwinia_sp_JUb26|t__SGB31227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Ewingella|s__Ewingella_americana|t__SGB10238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.01428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13754	0.00062	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02626	0.0	0.05036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.00905	0.00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Candidatus_Pantoea_floridensis|t__SGB10174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_aceris|t__SGB10240	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_coffeiphila|t__SGB23192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_proteolytica|t__SGB12165	0.22475	0.0	0.00129	0.00186	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80047	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86554	0.02597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00223	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02839	0.0265	0.02628	0.02774	0.02037	0.02229	0.0	0.0	0.00604	0.00321	0.00056	0.00104	0.04736	0.00491	0.0	0.0	0.0	0.0	0.21277	0.73588	0.4396	0.5812	0.05618	0.06252	0.00783	0.31698	0.0	0.0	0.01791	0.02337	0.0	0.04408	0.0	0.01706	0.0	0.03726	0.0	0.0	0.06929	0.0615	0.18275	0.07126	0.19067	0.05566	0.0841	0.12413	0.0	0.0	0.301	0.0	0.02666	0.13128	0.00741	0.60867	0.8285	0.35791	0.0	0.0	0.02485	0.09377	0.02274	0.10527	0.00086	0.09355	0.00432	0.09459	0.0	0.0	0.00405	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.17507	0.12907	0.1922	0.18249	0.26903	0.1644	0.23123	0.23377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96743	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19218	0.04184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_liquefaciens|t__SGB10256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01988	0.0	0.0	0.0	0.0	0.0	0.0	2.39236	0.00168	0.00239	0.00141	0.00412	0.0	0.0	0.00104	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.01465	0.0	0.0342	0.00103	0.01561	0.00768	0.01913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62634	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.35316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
