sample	MASTER_WP4_CSIC_2__P2476	MASTER_WP4_CSIC_2__P2477	MASTER_WP4_CSIC_2__P2478	MASTER_WP4_CSIC_2__P2479	MASTER_WP4_CSIC_2__P2480	MASTER_WP4_CSIC_2__P2481	MASTER_WP4_CSIC_2__P2482	MASTER_WP4_CSIC_2__P2483	MASTER_WP4_CSIC_2__P2484	MASTER_WP4_CSIC_2__P2485	MASTER_WP4_CSIC_2__P2489	MASTER_WP4_CSIC_2__P2490	MASTER_WP4_CSIC_2__P2491	MASTER_WP4_CSIC_2__P2492	MASTER_WP4_CSIC_2__P2493	MASTER_WP4_CSIC_2__P2494	MASTER_WP4_CSIC_2__P2495	MASTER_WP4_CSIC_2__P2496	MASTER_WP4_CSIC_2__P2497	MASTER_WP4_CSIC_2__P2498	MASTER_WP4_CSIC_2__P2499	MASTER_WP4_CSIC_2__P2500	MASTER_WP4_CSIC_2__P2501	MASTER_WP4_CSIC_2__P2502	MASTER_WP4_CSIC_2__P2503	MASTER_WP4_CSIC_2__P2504	MASTER_WP4_CSIC_2__P2505	MASTER_WP4_CSIC_2__P2507	MASTER_WP4_CSIC_2__P2508	MASTER_WP4_CSIC_2__P2509	MASTER_WP4_CSIC_2__P2510	MASTER_WP4_CSIC_2__P2511	MASTER_WP4_CSIC_2__P2512	MASTER_WP4_CSIC_2__P2514	MASTER_WP4_CSIC_2__P2515	MASTER_WP4_CSIC_2__P2516	MASTER_WP4_CSIC_2__P2517	MASTER_WP4_CSIC_2__P2518	MASTER_WP4_CSIC_2__P2519	MASTER_WP4_CSIC_2__P2520	MASTER_WP4_CSIC_2__P2521	MASTER_WP4_CSIC_2__P2523	MASTER_WP4_CSIC_2__P2524	MASTER_WP4_CSIC_2__P2525	MASTER_WP4_CSIC_2__P2526	MASTER_WP4_CSIC_2__P2527	MASTER_WP4_CSIC_2__P2528	MASTER_WP4_CSIC_2__P2529	MASTER_WP4_CSIC_2__P2530	MASTER_WP4_CSIC_2__P2531	MASTER_WP4_CSIC_2__P2532	MASTER_WP4_CSIC_2__P2533	MASTER_WP4_CSIC_2__P2534	MASTER_WP4_CSIC_2__P2535	MASTER_WP4_CSIC_2__P2536	MASTER_WP4_CSIC_2__P2537	MASTER_WP4_CSIC_2__P2538	MASTER_WP4_CSIC_2__P2539	MASTER_WP4_CSIC_2__P2540	MASTER_WP4_CSIC_2__P2541	MASTER_WP4_CSIC_2__P2542	MASTER_WP4_CSIC_2__P2543	MASTER_WP4_CSIC_2__P2544	MASTER_WP4_CSIC_2__P2545	MASTER_WP4_CSIC_2__P2548	MASTER_WP4_CSIC_2__P2549	MASTER_WP4_CSIC_2__P2550	MASTER_WP4_CSIC_2__P2551	MASTER_WP4_CSIC_2__P2552	MASTER_WP4_CSIC_2__P2553	MASTER_WP4_CSIC_2__P2554	MASTER_WP4_CSIC_2__P2555	MASTER_WP4_CSIC_2__P2556	MASTER_WP4_CSIC_2__P2557	MASTER_WP4_CSIC_2__P2558	MASTER_WP4_CSIC_2__P2559	MASTER_WP4_CSIC_2__P2560	MASTER_WP4_CSIC_2__P2561	MASTER_WP4_CSIC_2__P2562	MASTER_WP4_CSIC_2__P2563	MASTER_WP4_CSIC_2__P2564	MASTER_WP4_CSIC_2__P2565	MASTER_WP4_CSIC_2__P2566	MASTER_WP4_CSIC_2__P2567	MASTER_WP4_CSIC_2__P2568	MASTER_WP4_CSIC_2__P2569	MASTER_WP4_CSIC_2__P2570	MASTER_WP4_CSIC_2__P2571	MASTER_WP4_CSIC_2__P2572	MASTER_WP4_CSIC_2__P2573	MASTER_WP4_CSIC_2__P2574	MASTER_WP4_CSIC_2__P2575	MASTER_WP4_CSIC_2__P2576	MASTER_WP4_CSIC_2__P2577	MASTER_WP4_CSIC_2__P2578	MASTER_WP4_CSIC_2__P2579	MASTER_WP4_CSIC_2__P2580	MASTER_WP4_CSIC_2__P2581	MASTER_WP4_CSIC_2__P2582	MASTER_WP4_CSIC_2__P2583	MASTER_WP4_CSIC_2__P2584	MASTER_WP4_CSIC_2__P2585	MASTER_WP4_CSIC_2__P2586	MASTER_WP4_CSIC_2__P2587	MASTER_WP4_CSIC_2__P2588	MASTER_WP4_CSIC_2__P2589	MASTER_WP4_CSIC_2__P2590	MASTER_WP4_CSIC_2__P2591	MASTER_WP4_CSIC_2__P2592	MASTER_WP4_CSIC_2__P2593	MASTER_WP4_CSIC_2__P2594	MASTER_WP4_CSIC_2__P2595	MASTER_WP4_CSIC_2__P2596	MASTER_WP4_CSIC_2__P2597	MASTER_WP4_CSIC_2__P2598	MASTER_WP4_CSIC_2__P2599	MASTER_WP4_CSIC_2__P2600	MASTER_WP4_CSIC_2__P2601	MASTER_WP4_CSIC_2__P2602	MASTER_WP4_CSIC_2__P2603	MASTER_WP4_CSIC_2__P2604	MASTER_WP4_CSIC_2__P2605	MASTER_WP4_CSIC_2__P2606	MASTER_WP4_CSIC_2__P2607	MASTER_WP4_CSIC_2__P2608	MASTER_WP4_CSIC_2__P2609	MASTER_WP4_CSIC_2__P2610	MASTER_WP4_CSIC_2__P2611	MASTER_WP4_CSIC_2__P2612	MASTER_WP4_CSIC_2__P2613	MASTER_WP4_CSIC_2__P2614	MASTER_WP4_CSIC_2__P2615	MASTER_WP4_CSIC_2__P2616	MASTER_WP4_CSIC_2__P2618	MASTER_WP4_CSIC_2__P2619	MASTER_WP4_CSIC_2__P2620	MASTER_WP4_CSIC_2__P2621	MASTER_WP4_CSIC_2__P2623	MASTER_WP4_CSIC_2__P2624	MASTER_WP4_CSIC_2__P2625	MASTER_WP4_CSIC_2__P2626	MASTER_WP4_CSIC_2__P2627	MASTER_WP4_CSIC_2__P2628	MASTER_WP4_CSIC_2__P2629	MASTER_WP4_CSIC_2__P2630	MASTER_WP4_CSIC_2__P2631	MASTER_WP4_CSIC_2__P2632	MASTER_WP4_CSIC_2__P2633	MASTER_WP4_CSIC_2__P2634	MASTER_WP4_CSIC_2__P2635	MASTER_WP4_CSIC_2__P2636	MASTER_WP4_CSIC_2__P2637	MASTER_WP4_CSIC_2__P2638	MASTER_WP4_CSIC_2__P2639	MASTER_WP4_CSIC_2__P2640	MASTER_WP4_CSIC_2__P2641	MASTER_WP4_CSIC_2__P2644	MASTER_WP4_CSIC_2__P2645
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_nimipressuralis|t__SGB10144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08275	0.01346	0.01045	0.01616	0.0	0.00828	0.00067	0.00848	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_uberis|t__SGB8224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00355	0.00394	0.0032	0.00421	0.00296	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.02059	0.03412	0.0	0.02686	0.0	0.02728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02292	0.00124	0.01115	0.0	0.00085	0.0	0.0	6e-05	0.0013	0.00157	0.00194	0.0	0.0	0.02597	0.00207	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0637	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_sunkii|t__SGB7219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.00321	0.00469	0.01045	0.00316	0.00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.01109	0.0	0.0	0.01092	0.0	0.00836	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacticum|t__SGB16913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.91786	0.0	0.0	0.0	0.00061	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.11332	0.00311	0.00053	0.0	0.0	0.0	0.0	0.0023	0.00085	52.81755	0.0	0.00213	0.0	0.0033	0.0	0.00454	0.00177	0.00016	0.00117	8.09354	0.0	0.0	0.00126	0.00232	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20401	0.0	0.00782	0.00543	0.00675	0.00585	0.0	0.00493	0.003	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00578	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_WS_5010|t__SGB89069	2.09152	0.0	0.01701	0.01476	0.01784	0.00892	0.01001	0.01121	0.00702	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03076	0.0	0.0	0.0	0.00791	0.0068	0.00488	0.00819	0.0047	0.00447	0.0019	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.40365	0.06587	0.0	0.0	0.0	0.0	0.0	0.0	0.10548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01729	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1826	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_shahriarae|t__SGB12163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	5.23286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00578	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tyrobutyricum|t__SGB6207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_sp_SPG_F1|t__EUK2488753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00743	0.0	0.01765	0.0	0.0	0.0	0.62121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.00418	0.00495	0.00442	0.00272	0.00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB12213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00779	0.0	0.0	0.0	0.0	0.0	0.0	2.38329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_atacamensis|t__SGB12194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.96934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_indolicus|t__SGB205774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74096	0.0	0.01316	0.00981	0.00881	0.01098	0.02171	0.02441	0.02367	0.02268	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_sp_257|t__SGB34811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__SGB7852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.00016	5e-05	0.00134	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.00249	0.0	0.02399	0.00111	0.00301	0.0	0.00197	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01739	0.14658	0.09732	0.14345	0.12991	0.2348	0.1813	0.22082	0.18225	0.0	0.00289	0.0021	0.0	0.00071	0.00083	0.0012	0.0	0.0	0.0	0.0	0.0
