mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
MASTER_WP4_FFoQSI_1__DC18-02__bin.11	MASTER_WP4_FFoQSI_1	DC18-02	SGB10397	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_sp_ANC_4204	2020051	61	45621	57.53424658	0	0.4143415191	0
MASTER_WP4_FFoQSI_1__RC17-032__bin.10	MASTER_WP4_FFoQSI_1	RC17-032	SGB95403	ufSGB	Other	Bacteria	Balneolaeota	CFGB56559	OFGB56559	FGB56559	GGB70941	GGB70941_SGB95403	3257437	20	257608	96.44808743	1.639344262	0.4292211945	50
MASTER_WP4_UNINA_2__T-22__bin.12	MASTER_WP4_UNINA_2	T-22	SGB98375	ufSGB	Genus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus_SGB98375	2601552	276	17401	88.31813576	3.30754352	0.6706973376	83.33
MASTER_WP4_UNINA_2__T-22__bin.13	MASTER_WP4_UNINA_2	T-22	SGB98376	ufSGB	Genus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina_SGB98376	2293199	386	7820	80.57403306	4.901008371	0.6909622758	41.67
MASTER_WP4_UNINA_2__T-22__bin.17	MASTER_WP4_UNINA_2	T-22	SGB86042	kSGB	Species	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halocalculus	Halocalculus_aciditolerans	2962278	75	70870	96.38297872	1.276595745	0.679009195	40
MASTER_WP4_UNINA_2__T-22__bin.25	MASTER_WP4_UNINA_2	T-22	SGB245	kSGB	Species	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius_inordinatus	3174383	18	479005	99.37533949	0.1267427123	0.650061445	0
MASTER_WP4_UNINA_2__T-22__bin.30	MASTER_WP4_UNINA_2	T-22	SGB98378	ufSGB	Genus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula_SGB98378	3059719	34	147763	71.25714286	0.4153846154	0.6090699832	50
MASTER_WP4_UNINA_2__T-22__bin.4	MASTER_WP4_UNINA_2	T-22	SGB98370	ufSGB	Genus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum_SGB98370	1722532	12	215912	62.04255319	0	0.6936457494	0
MASTER_WP4_CSIC_2__P2603__bin.13	MASTER_WP4_CSIC_2	P2603	SGB12293	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida	4525914	208	33525	55.17241379	0	0.6250074571	0
WolfeBE_2014__932_Robiola_due_Latte__bin.1	WolfeBE_2014	932_Robiola_due_Latte	SGB12293	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida	5604407	320	33227	95.15138909	3.867375948	0.6271792894	29.79
DeFilippisF_xxxx__DF_59__bin.12	DeFilippisF_xxxx	DF_59	SGB100440	ufSGB	Other	Bacteria	Firmicutes	CFGB70276	OFGB70276	FGB70276	GGB72984	GGB72984_SGB100440	1670716	155	17917	95.94405594	2.797202797	0.2808963343	80
DeFilippisF_xxxx__DF_59__bin.13	DeFilippisF_xxxx	DF_59	SGB99999	ufSGB	Other	Bacteria	Firmicutes	CFGB5364	OFGB5364	FGB5364	GGB71207	GGB71207_SGB99999	1281629	12	283762	50.82872928	1.657458564	0.3538629354	0
DeFilippisF_xxxx__DF_59__bin.18	DeFilippisF_xxxx	DF_59	SGB100023	ufSGB	Family	Bacteria	Firmicutes	Clostridia	Eubacteriales	Heliobacteriaceae	GGB72601	GGB72601_SGB100023	1613259	503	3490	50.45045045	2.482625483	0.4912992892	28.57
LeonardSR_2016__SRS1659769__bin.3	LeonardSR_2016	SRS1659769	SGB10135	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_bugandensis	4645629	309	24586	96.62334112	1.854750739	0.5606127825	80.77
LeonardSR_2016__SRS1659775__bin.2	LeonardSR_2016	SRS1659775	SGB23238	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Siccibacter_turicensis	3518203	810	5067	56.03448276	1.724137931	0.5890774353	0
MASTER_WP4_UNINA_2__R-32__bin.23	MASTER_WP4_UNINA_2	R-32	SGB8359	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus_flavithermus	2232006	217	16256	95.33542631	1.310861423	0.4199029931	83.33
MASTER_WP4_FFoQSI_3__VB07-22__bin.11	MASTER_WP4_FFoQSI_3	VB07-22	SGB98773	uSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria_SGB98773	2375798	536	5111	82.18201754	1.629072682	0.6392075421	0
MASTER_WP4_FFoQSI_3__VB07-22__bin.12	MASTER_WP4_FFoQSI_3	VB07-22	SGB100210	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB100210	2804796	200	24595	95.24941211	3.591954023	0.6070623318	60
LeechJ_xxxx__AF94__bin.2	LeechJ_xxxx	AF94	SGB6191	kSGB	Species	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	2080926	467	5584	92.18317972	0.8064516129	0.2869405255	0
WalshAM_2017__ERS1739831__bin.4	WalshAM_2017	ERS1739831	SGB69397	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_SGB69397	1387898	272	6295	77.82844362	1.974901689	0.3695048195	62.5
WalshAM_2017__ERS1739839__bin.4	WalshAM_2017	ERS1739839	SGB10112	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_quasipneumoniae	3349016	1285	2623	68.10344828	3.448275862	0.5828261197	100
LeechJ_2020__ERS3967695__bin.6	LeechJ_2020	ERS3967695	SGB69409	uSGB	Other	Bacteria	Firmicutes	CFGB5090	OFGB5090	FGB5090	GGB49484	GGB49484_SGB69409	1454059	123	18341	81.25284243	3.436329588	0.3693460857	38.46
LeechJ_2020__ERS3967713__bin.12	LeechJ_2020	ERS3967713	SGB69409	uSGB	Other	Bacteria	Firmicutes	CFGB5090	OFGB5090	FGB5090	GGB49484	GGB49484_SGB69409	1893951	87	60153	94.00749064	1.563670412	0.3658193903	20
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin.6	MortensenS_xxxx	WK045-1-L-08h-03H3_S85	SGB98379	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98379	925285	9	210504	50	0	0.5642553375	0
MortensenS_xxxx__WK045-2-L-08h-03H5_S87__bin.11	MortensenS_xxxx	WK045-2-L-08h-03H5_S87	SGB98379	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98379	1244958	12	133554	64.50757576	0.4545454545	0.5671018621	0
MortensenS_xxxx__WK045-2-L-48h-03H6_S88__bin.7	MortensenS_xxxx	WK045-2-L-48h-03H6_S88	SGB98379	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98379	1262436	14	151433	64.50757576	0.4545454545	0.5668065549	0
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin.12	MortensenS_xxxx	WK044-1-L-48h-03G9_S82	SGB98379	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98379	1240105	13	181248	64.96212121	0.4545454545	0.5669568303	0
WalshL_xxxx__D12__bin.2	WalshL_xxxx	D12	SGB99395	ufSGB	Family	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	GGB72252	GGB72252_SGB99395	2228111	210	15414	84.47841438	0	0.5381931152	0
LeechJ_2020__ERS3967701__bin.1	LeechJ_2020	ERS3967701	SGB23242	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera_cryocrescens	4810251	47	196075	99.31966016	0.5027123083	0.5382525777	0
LeechJ_2020__ERS3967702__bin.2	LeechJ_2020	ERS3967702	SGB36095	uSGB	Family	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	GGB24274	GGB24274_SGB36095	2894728	497	7897	92.96187683	4.838709677	0.2850578707	100
MASTER_WP4_UNINA_2__E-22__bin.3	MASTER_WP4_UNINA_2	E-22	SGB25330	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella_laeviribosi	3953431	330	16429	94.66438579	0.7761794052	0.5844586639	25
MASTER_WP4_UNINA_2__E-22__bin.7	MASTER_WP4_UNINA_2	E-22	SGB7322	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus_thermoruber	3879450	66	98161	92.74193548	1.331285202	0.5922661718	0
WolfeBE_2014__316_Langre__bin.4	WolfeBE_2014	316_Langre	SGB9845	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_casei	4047571	459	13414	93.42368992	3.878290538	0.4004826598	11.11
WolfeBE_2014__626_Red_Hawk__bin.2	WolfeBE_2014	626_Red_Hawk	SGB9845	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_casei	2658381	858	3368	55.17241379	1.724137931	0.4025638161	100
WalshAM_2020__ERS3466790__bin.3	WalshAM_2020	ERS3466790	SGB9845	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_casei	3962959	102	77681	96.22810432	3.847027178	0.4035393755	0
LeechJ_2020__ERS3967715__bin.10	LeechJ_2020	ERS3967715	SGB93578	ufSGB	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas_SGB93578	3034986	107	89336	94.56285714	0.5	0.5132784797	16.67
LeechJ_2020__ERS3967715__bin.1	LeechJ_2020	ERS3967715	SGB15865	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_cyclohexanicum	2637948	142	28865	96.49122807	0.1096491228	0.6695393541	0
LeechJ_2020__ERS3967715__bin.3	LeechJ_2020	ERS3967715	SGB94780	ufSGB	Genus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB94780	2988658	895	3723	77.09637116	0.5944170772	0.318282654	66.67
MortensenS_xxxx__WK069-2-G-48h-05I4_S128__bin.3	MortensenS_xxxx	WK069-2-G-48h-05I4_S128	SGB94780	ufSGB	Genus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB94780	2135787	810	2649	54.17671953	0.9773571861	0.3286343629	0
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.3	MortensenS_xxxx	WK069-2-L-48h-05D2_S81	SGB94780	ufSGB	Genus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB94780	4286558	517	11566	99.06403941	1.514778325	0.309392291	0
LeechJ_2020__ERS3967715__bin.8	LeechJ_2020	ERS3967715	SGB69388	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rouxiella	Rouxiella_aceris	5143447	139	55366	99.83606557	0.2295081967	0.5117991884	0
LeechJ_2020__ERS3967724__bin.1	LeechJ_2020	ERS3967724	SGB69214	uSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB69214	2330766	305	11506	95.4642112	0.4975124378	0.6028237069	0
MASTER_WP4_UNINA_2__D-22__bin.15	MASTER_WP4_UNINA_2	D-22	SGB96957	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus_SGB96957	1459761	55	44380	89.0625	1.25	0.4706619782	0
WolfeBE_2014__932_Robiola_due_Latte__bin.6	WolfeBE_2014	932_Robiola_due_Latte	SGB100022	uSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_SGB100022	5279623	196	42785	98.36065574	1.37704918	0.5470674705	10
MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin.1	MortensenS_xxxx	WK069-1-L-48h-05C9_S79	SGB96844	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus_SGB96844	3337083	251	21892	92.24806202	0.7751937984	0.4327524967	0
LeechJ_2020__ERS3967734__bin.7	LeechJ_2020	ERS3967734	SGB93511	ufSGB	Other	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB69358	GGB69358_SGB93511	1180219	404	3092	51.96944674	1.647398844	0.6973917553	0
LeechJ_2020__ERS3967734__bin.8	LeechJ_2020	ERS3967734	SGB35147	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_thoenii	2768544	464	7541	91.66666667	0.9868421053	0.6818562392	0
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin.3	MortensenS_xxxx	WK035-2-L-48h-03D2_S48	SGB96841	ufSGB	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	2290145	438	6477	83.57881137	0.7751937984	0.5057177602	0
MortensenS_xxxx__WK035-2-G-48h-04B2_S111__bin.2	MortensenS_xxxx	WK035-2-G-48h-04B2_S111	SGB96841	ufSGB	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	2797035	36	128531	98.4496124	0.3875968992	0.4982072087	0
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.6	MortensenS_xxxx	WK035-2-L-08h-03D1_S47	SGB96841	ufSGB	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	1894710	479	4433	76.49870801	1.937984496	0.5072586306	0
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.1	MortensenS_xxxx	WK069-1-L-08h-05C8_S78	SGB97353	ufSGB	Genus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB97353	2963422	1079	2876	56.09237537	2.148179589	0.3148795548	14.29
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.4	MortensenS_xxxx	WK069-1-L-08h-05C8_S78	SGB96875	ufSGB	Other	Bacteria	Firmicutes	CFGB5373	OFGB5373	FGB5373	GGB71149	GGB71149_SGB96875	4316886	588	9617	87.16385163	1.41896355	0.3528068612	0
AlvarezOrdonezA_xxxx__C06-17__bin.4	AlvarezOrdonezA_xxxx	C06-17	SGB92578	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_urativorans	2619027	619	4728	87.08705729	2.5503663	0.4271238899	50
AlvarezOrdonezA_xxxx__C06-16__bin.9	AlvarezOrdonezA_xxxx	C06-16	SGB92578	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_urativorans	2068878	510	4603	58.62068966	0	0.4309335785	0
AlvarezOrdonezA_xxxx__R04-17__bin.11	AlvarezOrdonezA_xxxx	R04-17	SGB92578	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_urativorans	2109198	415	5451	63.94984326	0	0.4283021319	0
AlvarezOrdonezA_xxxx__C03-18__bin.11	AlvarezOrdonezA_xxxx	C03-18	SGB98502	uSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71697	GGB71697_SGB98502	3564528	339	16154	95.44342508	1.949541284	0.6370355346	28.57
AlvarezOrdonezA_xxxx__C03-19__bin.11	AlvarezOrdonezA_xxxx	C03-19	SGB98502	uSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71697	GGB71697_SGB98502	3363795	470	10444	90.6116208	1.23853211	0.636263506	50
AlvarezOrdonezA_xxxx__C06-18__bin.14	AlvarezOrdonezA_xxxx	C06-18	SGB98502	uSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71697	GGB71697_SGB98502	3473313	573	8326	88.08468036	1.862166885	0.6357566968	0
AlvarezOrdonezA_xxxx__C06-19__bin.13	AlvarezOrdonezA_xxxx	C06-19	SGB98502	uSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	GGB71697	GGB71697_SGB98502	3581425	234	25319	95.74923547	1.796636086	0.6375688448	25
AlvarezOrdonezA_xxxx__C04-17__bin.12	AlvarezOrdonezA_xxxx	C04-17	SGB99662	uSGB	Other	Bacteria	Proteobacteria	CFGB7093	OFGB7093	FGB7093	GGB72462	GGB72462_SGB99662	2700413	249	13651	65.51724138	0	0.4664071755	0
AlvarezOrdonezA_xxxx__C07-16__bin.7	AlvarezOrdonezA_xxxx	C07-16	SGB98454	ufSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_SGB98454	1638641	399	4812	73.66445916	2.207505519	0.608270512	88.89
AlvarezOrdonezA_xxxx__C07-18__bin.2	AlvarezOrdonezA_xxxx	C07-18	SGB10444	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_pasteurii	2221771	513	5111	80.58717077	2.751068376	0.4296441893	43.9
AlvarezOrdonezA_xxxx__C07-19__bin.8	AlvarezOrdonezA_xxxx	C07-19	SGB10444	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_pasteurii	2410223	389	7998	88.64409648	1.694139194	0.4315003218	27.27
AlvarezOrdonezA_xxxx__R01-19__bin.1	AlvarezOrdonezA_xxxx	R01-19	SGB9952	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_bestiarum	3137762	741	4891	61.20689655	0	0.6194603032	0
AlvarezOrdonezA_xxxx__R01-19__bin.3	AlvarezOrdonezA_xxxx	R01-19	SGB17183	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella_pyogenes	1979429	229	11697	95.25862069	0.5172413793	0.6018533628	33.33
LeonardSR_2016__SRS1659779__bin.6	LeonardSR_2016	SRS1659779	SGB10092	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter_turicensis	3860396	915	4963	62.06896552	3.448275862	0.5832764307	50
LiZ_2019__SRS3379157__bin.3	LiZ_2019	SRS3379157	SGB10132	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_mori	4748655	195	37126	99.44609788	0.6398809524	0.5554555974	22.22
MASTER_WP4_UNINA_2__Q-16__bin.12	MASTER_WP4_UNINA_2	Q-16	SGB7867	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus_bohemicus	1980864	393	6488	85.38458007	1.841620626	0.340833091	0
MASTER_WP4_UNINA_2__Q-17__bin.10	MASTER_WP4_UNINA_2	Q-17	SGB7867	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus_bohemicus	1443678	30	99146	63.79310345	0	0.3376535488	0
MASTER_WP4_UNINA_2__Q-16__bin.13	MASTER_WP4_UNINA_2	Q-16	SGB88011	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter_oxydans	3633081	822	5378	88.65821962	3.84502924	0.666823283	93.33
MASTER_WP4_UNINA_2__Q-17__bin.26	MASTER_WP4_UNINA_2	Q-17	SGB88011	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter_oxydans	3108593	898	3837	52.06896552	1.724137931	0.6676483541	100
MASTER_WP4_UNINA_2__Q-16__bin.8	MASTER_WP4_UNINA_2	Q-16	SGB39105	uSGB	Family	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	GGB26910	GGB26910_SGB39105	1812963	175	16060	93.38798788	2.486187845	0.4188519016	0
MASTER_WP4_UNINA_2__Q-18__bin.28	MASTER_WP4_UNINA_2	Q-18	SGB39105	uSGB	Family	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	GGB26910	GGB26910_SGB39105	1764842	211	12436	89.31860037	1.38121547	0.418574014	33.33
MASTER_WP4_UNINA_2__Q-16__bin.9	MASTER_WP4_UNINA_2	Q-16	SGB8326	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Exiguobacterium	Exiguobacterium_acetylicum	2277633	576	4536	67.99940191	4.879385965	0.4787250624	91.67
AlvarezOrdonezA_xxxx__C07-19__bin.10	AlvarezOrdonezA_xxxx	C07-19	SGB17089	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_testudinoris	2273482	574	4552	88.72613803	4.351443955	0.6333241257	71.43
AlvarezOrdonezA_xxxx__C07-19__bin.9	AlvarezOrdonezA_xxxx	C07-19	SGB7952	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_casseliflavus	2669867	667	4832	85.90876156	4.056603774	0.4366790555	41.18
PatroJN_2016__SRS1044736__bin.4	PatroJN_2016	SRS1044736	SGB94704	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_SGB94704	739845	27	35227	58.62068966	0	0.3882475383	0
PothakosV_2020__ERS2068298__bin.5	PothakosV_2020	ERS2068298	SGB1186	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_thailandicus	2020337	554	4153	78.15117959	2.698628072	0.5118918279	88.89
PothakosV_2020__ERS2068301__bin.18	PothakosV_2020	ERS2068301	SGB1186	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_thailandicus	2041781	540	4259	83.00257024	4.660033167	0.510431824	73.33
PothakosV_2020__ERS2068302__bin.7	PothakosV_2020	ERS2068302	SGB1186	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_thailandicus	1926697	521	4004	76.9997155	1.865671642	0.5117197982	66.67
SalvettiE_2016__SRS1050145__bin.18	SalvettiE_2016	SRS1050145	SGB93139	ufSGB	Other	Bacteria	Actinobacteria	CFGB15700	OFGB15700	FGB15700	GGB69081	GGB69081_SGB93139	4047996	134	49702	97.13804714	1.515151515	0.6423904569	0
SalvettiE_2016__SRS1050145__bin.1	SalvettiE_2016	SRS1050145	SGB12068	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_graminis	4415952	81	91912	72.98245614	1.754385965	0.6114233126	0
SalvettiE_2016__SRS1050145__bin.5	SalvettiE_2016	SRS1050145	SGB93621	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified_SGB93621	5086440	113	63874	83.50877193	0.8771929825	0.6080687082	100
SalvettiE_2016__SRS1050145__bin.6	SalvettiE_2016	SRS1050145	SGB94525	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_SGB94525	3018282	38	103128	58.36601307	0.1470588235	0.4129166857	0
SalvettiE_2016__SRS1050145__bin.9	SalvettiE_2016	SRS1050145	SGB94520	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_SGB94520	6375311	52	219304	90.14705882	2.647058824	0.463074821	0
SalvettiE_2016__SRS1050146__bin.11	SalvettiE_2016	SRS1050146	SGB7907	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_inhibens	2480749	123	40310	98.90710383	1.411657559	0.3494271287	50
SalvettiE_2016__SRS1050146__bin.15	SalvettiE_2016	SRS1050146	SGB94767	ufSGB	Other	Bacteria	Firmicutes	CFGB16483	OFGB16483	FGB16483	GGB70346	GGB70346_SGB94767	2464455	45	122168	54.03225806	0	0.2916547472	0
SalvettiE_2016__SRS1050146__bin.17	SalvettiE_2016	SRS1050146	SGB94437	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_SGB94437	3208870	359	13779	78.58926342	2.028714107	0.4199406645	22.22
SalvettiE_2016__SRS1050146__bin.19	SalvettiE_2016	SRS1050146	SGB10198	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_billingiae	3179296	22	318955	71.75774135	0.4098360656	0.5530070179	0
SalvettiE_2016__SRS1050146__bin.9	SalvettiE_2016	SRS1050146	SGB10195	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_gerundensis	3115885	101	63903	68.96551724	0	0.5592324492	0
MASTER_WP4_UNINA_2__G-16__bin.4	MASTER_WP4_UNINA_2	G-16	SGB99575	uSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_SGB99575	2352916	858	2864	58.15882975	3.49877775	0.5731959832	53.85
MASTER_WP4_UNINA_2__G-18__bin.1	MASTER_WP4_UNINA_2	G-18	SGB99575	uSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_SGB99575	2992701	979	3272	61.70846395	1.724137931	0.5728881703	100
MASTER_WP4_UNINA_2__J-19__bin.27	MASTER_WP4_UNINA_2	J-19	SGB99275	ufSGB	Other	Bacteria	Proteobacteria	CFGB65347	OFGB65347	FGB65347	GGB72163	GGB72163_SGB99275	4876268	555	13780	98.63332929	1.114936875	0.6654755235	25
