mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
MASTER_WP4_CSIC_2__P2578__bin.20	MASTER_WP4_CSIC_2	P2578	SGB16653	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3115475	547	7542	87.3294347	2.066276803	0.706661424	50
MASTER_WP4_CSIC_2__P2580__bin.7	MASTER_WP4_CSIC_2	P2580	SGB16653	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3666122	636	7953	94.83430799	3.099415205	0.704153326	71.43
WolfeBE_2014__322_Camembert__bin.3	WolfeBE_2014	322_Camembert	SGB16653	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3277288	227	27416	94.15204678	1.169590643	0.7044745534	50
WolfeBE_2014__491_Bayley__bin.8	WolfeBE_2014	491_Bayley	SGB16653	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3905530	204	38894	100	0.5847953216	0.7036722289	0
WolfeBE_2014__575_CabotClothbound__bin.11	WolfeBE_2014	575_CabotClothbound	SGB16653	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3828605	196	37455	100	0.5847953216	0.7046127767	0
DeFilippisF_xxxx__DF_79__bin.8	DeFilippisF_xxxx	DF_79	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4732082	802	8219	85.40229885	0	0.700967777	0
MASTER_WP4_UNINA_1__FO005_71775__bin.14	MASTER_WP4_UNINA_1	FO005_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3535642	363	14370	87.76803119	0.9941520468	0.7032606808	50
MASTER_WP4_UNINA_2__H-29__bin.14	MASTER_WP4_UNINA_2	H-29	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4404701	780	7930	94.63937622	4.434697856	0.703912706	90
MASTER_WP4_UNINA_2__H-30__bin.3	MASTER_WP4_UNINA_2	H-30	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3900269	733	7077	90.15594542	4.288499025	0.7049185582	88.89
AlvarezOrdonezA_xxxx__Q04-29__bin.2	AlvarezOrdonezA_xxxx	Q04-29	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	2361350	901	2611	53.97660819	2.485380117	0.6982925022	33.33
AlvarezOrdonezA_xxxx__Q04-30__bin.7	AlvarezOrdonezA_xxxx	Q04-30	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4923961	1063	6211	94.73684211	3.947368421	0.6970538556	36.36
MASTER_WP4_TEAGASC_1__TGS08-30__bin.14	MASTER_WP4_TEAGASC_1	TGS08-30	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3172883	662	5996	83.05068226	4.434697856	0.7051785395	80
MASTER_WP4_CSIC_2__P2560__bin.7	MASTER_WP4_CSIC_2	P2560	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4272543	823	7160	96.58869396	3.216374269	0.702340035	62.5
DeFilippisF_xxxx__DF_4__bin.16	DeFilippisF_xxxx	DF_4	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	2449006	517	6004	68.56725146	0.7797270955	0.7046740596	100
MASTER_WP4_TEAGASC_1__TGS08-29__bin.55	MASTER_WP4_TEAGASC_1	TGS08-29	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	2880601	486	8955	77.48538012	2.729044834	0.7043509323	57.14
MASTER_WP4_UNINA_1__PU007_71775__bin.21	MASTER_WP4_UNINA_1	PU007_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3584213	615	7975	85.4288499	2.046783626	0.7046933316	40
MASTER_WP4_UNINA_1__PR102_71775__bin.12	MASTER_WP4_UNINA_1	PR102_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4058726	746	7568	87.53829017	3.996101365	0.7026401881	77.78
MASTER_WP4_UNINA_1__TA003_71775__bin.2	MASTER_WP4_UNINA_1	TA003_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3858234	709	7143	89.8245614	1.656920078	0.7042592544	0
MASTER_WP4_CSIC_1__P2247_73323__bin.15	MASTER_WP4_CSIC_1	P2247_73323	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	2190906	491	5309	60.83820663	0.4873294347	0.7018712806	100
MASTER_WP4_TEAGASC_1__TGS13-30__bin.7	MASTER_WP4_TEAGASC_1	TGS13-30	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3344481	816	4726	62.38244514	1.724137931	0.7046940915	50
KastmanEK_2016__CSB875__bin.10	KastmanEK_2016	CSB875	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3132476	413	11153	86.5497076	1.461988304	0.7038671645	33.33
MASTER_WP4_UNINA_1__GO102_71775__bin.12	MASTER_WP4_UNINA_1	GO102_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	2777447	569	6101	73.73294347	1.754385965	0.7040339564	66.67
MASTER_WP4_UNINA_1__TA011_71775__bin.32	MASTER_WP4_UNINA_1	TA011_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3221987	598	7100	83.33333333	1.754385965	0.7044320787	66.67
MASTER_WP4_UNINA_1__TA012_71775__bin.24	MASTER_WP4_UNINA_1	TA012_71775	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4272918	666	9243	94.68810916	4.385964912	0.7023034376	90
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.13	MASTER_WP4_FFoQSI_1	VB-09-AG	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	5253037	793	10293	68.31765935	3.448275862	0.6996822981	0
DeFilippisF_xxxx__DF_11__bin.10	DeFilippisF_xxxx	DF_11	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3900021	635	8979	93.17738791	2.553606238	0.7048633841	85.71
DeFilippisF_xxxx__DF_85__bin.13	DeFilippisF_xxxx	DF_85	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3508500	869	4728	84.25925926	1.949317739	0.7023554225	50
WolfeBE_2014__771_Tarentaise__bin.3	WolfeBE_2014	771_Tarentaise	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	4239946	90	74530	98.5380117	0.5847953216	0.7026813549	0
DeFilippisF_xxxx__DF_52__bin.5	DeFilippisF_xxxx	DF_52	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3805926	775	6339	93.03118908	2.680311891	0.7035759497	71.43
DeFilippisF_xxxx__DF_58__bin.11	DeFilippisF_xxxx	DF_58	SGB69231	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_tyrofermentans	3049676	986	3364	81.23781676	1.754385965	0.7013545045	60
DeFilippisF_xxxx__DF_79__bin.11	DeFilippisF_xxxx	DF_79	SGB10133	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_kobei	4633020	144	54288	97.69107439	3.103250916	0.5513146932	76.67
PfeferT_xxxx__SRS2870569__bin.4	PfeferT_xxxx	SRS2870569	SGB10133	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_kobei	4638070	235	35270	92.96913736	2.316942317	0.5518709291	72.97
DeFilippisF_xxxx__DF_79__bin.22	DeFilippisF_xxxx	DF_79	SGB69235	uSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_SGB69235	2927040	427	9665	86.67758847	4.778287462	0.6669724363	35.29
MASTER_WP4_UNINA_1__FO007_71775__bin.45	MASTER_WP4_UNINA_1	FO007_71775	SGB69235	uSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_SGB69235	2714826	119	37856	80.52370031	0.4587155963	0.6686800554	0
MASTER_WP4_CSIC_2__P2558__bin.5	MASTER_WP4_CSIC_2	P2558	SGB69235	uSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_SGB69235	2921901	148	34099	89.3616208	0.6116207951	0.6683063526	0
WolfeBE_2014__705_Forme_dAmbert__bin.1	WolfeBE_2014	705_Forme_dAmbert	SGB69235	uSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_SGB69235	2755728	207	22481	85.24082569	1.070336391	0.6696872841	66.67
DeFilippisF_xxxx__DF_79__bin.25	DeFilippisF_xxxx	DF_79	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2133960	182	18099	96.67810177	1.194968553	0.3538051322	42.86
MASTER_WP4_UNINA_2__V-23__bin.8	MASTER_WP4_UNINA_2	V-23	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2124702	160	25226	85.37735849	2.012578616	0.3568020362	28.57
MASTER_WP4_UNINA_2__V-24__bin.6	MASTER_WP4_UNINA_2	V-24	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2594422	223	23100	96.22641509	4.163522013	0.3534490534	23.53
MASTER_WP4_UNINA_2__V-25__bin.5	MASTER_WP4_UNINA_2	V-25	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2357295	212	23941	89.38993711	4.603773585	0.3541504139	16.67
MASTER_WP4_UNINA_2__V-26__bin.6	MASTER_WP4_UNINA_2	V-26	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2904128	323	20038	95.28301887	4.79245283	0.352498237	22.22
DeFilippisF_xxxx__DF_77__bin.16	DeFilippisF_xxxx	DF_77	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2283327	208	23182	96.54290931	2.39500913	0.3554133946	9.09
MASTER_WP4_UNINA_1__PB007_73417__bin.22	MASTER_WP4_UNINA_1	PB007_73417	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1825610	255	10617	89.91015274	1.713836478	0.3546650161	77.78
MASTER_WP4_UNINA_2__I-29__bin.6	MASTER_WP4_UNINA_2	I-29	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1995641	99	39865	90.56603774	1.41509434	0.3556541482	0
MASTER_WP4_CSIC_2__P2619__bin.48	MASTER_WP4_CSIC_2	P2619	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1937626	139	30067	73.86792453	0	0.3532348348	0
MASTER_WP4_CSIC_2__P2620__bin.16	MASTER_WP4_CSIC_2	P2620	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1661860	143	22102	73.58490566	0.786163522	0.3585488549	0
MASTER_WP4_CSIC_2__P2621__bin.18	MASTER_WP4_CSIC_2	P2621	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2661953	246	26284	87.9245283	1.981132075	0.3576580804	10
DeFilippisF_xxxx__DF_101__bin.18	DeFilippisF_xxxx	DF_101	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2138834	189	21653	97.29559748	0.7547169811	0.355790585	50
DeFilippisF_xxxx__DF_115__bin.1	DeFilippisF_xxxx	DF_115	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1984087	182	18037	93.08176101	3.144654088	0.3539728853	0
DeFilippisF_xxxx__DF_45__bin.12	DeFilippisF_xxxx	DF_45	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2068112	158	26482	90.82775411	2.528301887	0.355566333	0
DeFilippisF_xxxx__DF_102__bin.6	DeFilippisF_xxxx	DF_102	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1997152	147	30805	90.90484885	2.037735849	0.3555012338	0
DeFilippisF_xxxx__DF_121__bin.4	DeFilippisF_xxxx	DF_121	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1989897	224	12526	93.64779874	1.92109777	0.3560189296	50
DeFilippisF_xxxx__DF_67__bin.22	DeFilippisF_xxxx	DF_67	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	906557	139	8635	51.72413793	1.724137931	0.35827863	0
MASTER_WP4_UNINA_2__V-23.1__bin.18	MASTER_WP4_UNINA_2	V-23.1	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1975395	141	24936	90.75471698	1.446540881	0.3554939645	0
MASTER_WP4_UNINA_2__V-24.1__bin.13	MASTER_WP4_UNINA_2	V-24.1	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2030020	156	26076	94.90566038	1.79245283	0.3544674437	16.67
MASTER_WP4_UNINA_2__V-25.1__bin.14	MASTER_WP4_UNINA_2	V-25.1	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1847917	122	27246	91.26962873	1.383647799	0.3552134647	20
MASTER_WP4_UNINA_2__V-26.1__bin.22	MASTER_WP4_UNINA_2	V-26.1	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2178990	195	21329	94.99087036	3.647798742	0.3558928678	6.67
MASTER_WP4_UNINA_2__V-28__bin.10	MASTER_WP4_UNINA_2	V-28	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1941027	163	26693	82.26415094	2.452830189	0.355014124	20
MASTER_WP4_UNINA_2__D-20__bin.6	MASTER_WP4_UNINA_2	D-20	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	2020734	208	15538	95.93944005	3.169405559	0.3564516656	16.67
MASTER_WP4_UNINA_2__O-27__bin.6	MASTER_WP4_UNINA_2	O-27	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1130109	133	11711	53.54554676	1.132075472	0.3611041059	33.33
MASTER_WP4_UNINA_2__I-30__bin.11	MASTER_WP4_UNINA_2	I-30	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1704451	99	42373	81.41509434	2.547169811	0.3574353267	10
MASTER_WP4_UNINA_2__A-20__bin.18	MASTER_WP4_UNINA_2	A-20	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1590651	90	24792	86.03773585	0.5569080949	0.359972112	10
MASTER_WP4_FFoQSI_3__VB09-20__bin.13	MASTER_WP4_FFoQSI_3	VB09-20	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1858556	132	24305	95.53459119	0.9433962264	0.3555964953	75
YaoG_2017__NM18-2__bin.5	YaoG_2017	NM18-2	SGB8228	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1231409	165	9774	56.03448276	3.448275862	0.3579225099	0
MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.10	MortensenS_xxxx	WK025-1-L-48h-02H5_S6	SGB96970	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_SGB96970	873415	8	135570	67.64705882	0	0.4312955468	0
CrovadoreJ_2017__SRS1919172__bin.12	CrovadoreJ_2017	SRS1919172	SGB94702	ufSGB	Other	Bacteria	Firmicutes	CFGB34622	OFGB34622	FGB34622	GGB70286	GGB70286_SGB94702	847629	183	5774	53.76175549	2.586206897	0.3429613664	100
CrovadoreJ_2017__SRS1929208__bin.2	CrovadoreJ_2017	SRS1929208	SGB7157	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus_kunkeei	869840	337	2687	70.3578869	2.80078125	0.3628678837	80
SternesPR_2017__T1D1_A_shotgun__bin.5	SternesPR_2017	T1D1_A_shotgun	SGB7157	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus_kunkeei	1034936	130	11967	85.1780754	0	0.3643703572	0
SternesPR_2017__T1D1_B_shotgun__bin.5	SternesPR_2017	T1D1_B_shotgun	SGB7157	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus_kunkeei	1099581	156	9249	87.01140873	2.8125	0.3644224482	60
SternesPR_2017__T1D1_A_shotgun__bin.4	SternesPR_2017	T1D1_A_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2309821	336	9254	72.36425612	0.6442883164	0.5222447973	22.22
SternesPR_2017__T1D1_B_shotgun__bin.4	SternesPR_2017	T1D1_B_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2834856	207	21510	86.3913136	0.235956963	0.5204793471	60
SternesPR_2017__T2D1_A_shotgun__bin.2	SternesPR_2017	T2D1_A_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2512323	29	191813	60.34482759	0	0.515956348	0
SternesPR_2017__T2D3_A_shotgun__bin.6	SternesPR_2017	T2D3_A_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2440023	31	133710	76.8852459	0.131147541	0.5169914382	0
SternesPR_2017__Y2D1_B_shotgun__bin.5	SternesPR_2017	Y2D1_B_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	1681026	52	51771	51.34660422	0	0.5203881439	0
SternesPR_2017__Y2D3_B_shotgun__bin.2	SternesPR_2017	Y2D3_B_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2594435	50	80622	77.94223263	0.1584699454	0.5167152	0
SternesPR_2017__Y3D1_A_shotgun__bin.2	SternesPR_2017	Y3D1_A_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2806537	391	10747	89.07754359	0.9350885908	0.5246661633	12.5
SternesPR_2017__Y3D3_A_shotgun__bin.3	SternesPR_2017	Y3D3_A_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	2118497	556	4288	68.68684503	2.035519126	0.5244737189	33.33
SternesPR_2017__Y3D3_B_shotgun__bin.2	SternesPR_2017	Y3D3_B_shotgun	SGB10295	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella_ptyseos	3262280	204	27009	94.92349727	0.5409836066	0.5194658337	20
DeRoosJ_2020__B13M__bin.3	DeRoosJ_2020	B13M	SGB7176	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_damnosus	1986349	161	19448	95.83333333	0	0.3803762582	0
DeRoosJ_2020__B24M__bin.3	DeRoosJ_2020	B24M	SGB7176	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_damnosus	1999896	218	12891	97.17078189	0.2572016461	0.3798677531	100
DeRoosJ_2020__B9M__bin.2	DeRoosJ_2020	B9M	SGB7176	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_damnosus	1940625	206	12159	95.83333333	0.2057613169	0.3794360064	0
HeilCS_2018__Old_Warehouse_metagenome__bin.1	HeilCS_2018	Old_Warehouse_metagenome	SGB7176	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_damnosus	1587882	101	24294	68.98148148	0	0.383514644	0
DeRoosJ_2020__B13M__bin.7	DeRoosJ_2020	B13M	SGB1195	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ascendens	1600813	76	32381	78.14188466	0.9950248756	0.5408720444	50
DeRoosJ_2020__B9M__bin.4	DeRoosJ_2020	B9M	SGB1195	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ascendens	2509684	125	32656	96.56769914	0.1113384689	0.521059225	100
DeRoosJ_2020__B3M__bin.1	DeRoosJ_2020	B3M	SGB1195	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ascendens	1446184	51	49958	62.56620125	0.08024394158	0.5409906347	100
DeRoosJ_2020__B9M__bin.3	DeRoosJ_2020	B9M	SGB89217	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lambici	1931761	402	5759	72.74988693	2.487562189	0.5888761601	50
DeRoosJ_2020__B3M__bin.2	DeRoosJ_2020	B3M	SGB89217	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lambici	2569187	178	20599	94.68283582	0.7462686567	0.5833335604	0
HeilCS_2018__Old_Warehouse_metagenome__bin.12	HeilCS_2018	Old_Warehouse_metagenome	SGB1194	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pomorum	1307313	28	68569	58.59011395	0	0.539954089	0
LandisEA_2021__SRS5653137__bin.6	LandisEA_2021	SRS5653137	SGB1194	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pomorum	2286429	14	375313	98.00995025	0	0.5271202386	0
LeechJ_2020__ERS3967690__bin.9	LeechJ_2020	ERS3967690	SGB1194	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pomorum	2018449	271	10040	90.64473575	2.63175812	0.5316433559	22.22
DuR_2020__DRS139333__bin.17	DuR_2020	DRS139333	SGB29587	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Acetilactobacillus	Acetilactobacillus_jinshanensis	365692	8	74741	50	0	0.3887369699	0
DuR_2020__DRS139334__bin.17	DuR_2020	DRS139334	SGB29587	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Acetilactobacillus	Acetilactobacillus_jinshanensis	461729	4	231320	50	0	0.3896874574	0
DuR_2020__DRS139333__bin.2	DuR_2020	DRS139333	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1438792	217	9753	92.84979424	1.519939251	0.3744377228	44.44
DuR_2020__DRS139334__bin.2	DuR_2020	DRS139334	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1563156	308	6851	92.99639918	4.346707819	0.3702963748	75
