clade_name	GianvitoDP_2025__SRR31346740	GianvitoDP_2025__SRR31346739	GianvitoDP_2025__SRR31346742	GianvitoDP_2025__SRR31346743	GianvitoDP_2025__SRR31346744	GianvitoDP_2025__SRR31346745	GianvitoDP_2025__SRR31346746	GianvitoDP_2025__SRR31346747	GianvitoDP_2025__SRR31346748	GianvitoDP_2025__SRR31346749
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_caspiana|t__SGB12079	0.0	0.0	0.04954	0.76996	0.0	0.0	0.0	0.0	0.0	5.8798
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalicoccobacillus|s__Alkalicoccobacillus_gibsonii|t__SGB94600	0.0	0.0	0.04705	0.06573	0.0	0.01294	0.02249	0.0	0.03216	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_GC_Shp_1|t__SGB182733	0.0	0.0	0.0375	0.0	0.49143	0.0	0.0	0.00648	0.0	0.0134
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_oleophilus|t__SGB855	0.0	0.0	0.02888	0.0	0.0	0.0	0.0	0.0	0.06884	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_xylanilytica|t__SGB87540	0.0	0.0	0.02825	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter|s__Clavibacter_michiganensis|t__SGB16776	0.0	0.0	0.02103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Rosenbergiella|s__Rosenbergiella_nectarea|t__SGB23306	0.0	0.0	0.0138	0.0	0.10748	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Erwinia_sp_ErVv1|t__SGB31232	0.0	0.0	0.00651	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalicoccobacillus|s__Alkalicoccobacillus_murimartini|t__SGB154164	0.0	0.0	0.00635	0.0389	0.0	0.01767	0.0	0.0	0.01809	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis|t__SGB6148	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp_Root485|t__SGB16072	0.0	0.0	0.00555	0.0	0.0	0.0	0.0	0.0	0.02325	0.0
k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter|s__Solirubrobacter_soli|t__SGB33790	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0018	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens|t__SGB16806	0.0	0.0	0.0	0.63602	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_longum|t__SGB111596	0.0	0.0	0.0	0.55936	0.02168	0.0	0.01744	0.0	0.0	0.13967
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_endolithica|t__SGB111754	0.0	0.0	0.0	0.50774	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_phyllosphaerae|t__SGB182723	0.0	0.0	0.0	0.24986	0.04195	0.0	0.02362	0.0	0.0	0.12537
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_gilvum|t__SGB15675	0.0	0.0	0.0	0.19523	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii|t__SGB10050	0.0	0.0	0.0	0.18222	0.0	0.0	0.0	0.0	0.1654	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacteraceae_unclassified|s__Oxalobacteraceae_sp_CFBP_13730|t__SGB88562	0.0	0.0	0.0	0.1195	0.01845	0.0	0.02086	0.09867	0.0	0.02285
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_endophyticum|t__SGB3413	0.0	0.0	0.0	0.11488	0.0	0.0	0.00655	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_aerophila|t__SGB90213	0.0	0.0	0.0	0.10417	0.03013	0.0	0.00132	0.0	0.0	0.11914
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_unclassified_SGB122562|t__SGB122562	0.0	0.0	0.0	0.10267	0.0	0.0	0.09578	0.0	0.04729	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_arborescens|t__SGB23872	0.0	0.0	0.0	0.08454	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium|t__SGB111750	0.0	0.0	0.0	0.08417	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oleivorans|t__SGB16907	0.0	0.0	0.0	0.08205	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia|s__Kineosporia_rhizophila|t__SGB55659	0.0	0.0	0.0	0.08196	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_BK069|t__SGB90176	0.0	0.0	0.0	0.04216	0.13157	0.0	0.15446	0.05312	0.0	0.03486
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_rhizoryzae|t__SGB93908	0.0	0.0	0.0	0.0404	0.02462	0.0	0.0	0.0	0.0007	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_SGB129906|t__SGB129906	0.0	0.0	0.0	0.03934	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_852013_51886_SCH5428379|t__SGB15670	0.0	0.0	0.0	0.03883	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_melonis|t__SGB16015	0.0	0.0	0.0	0.03556	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_rubripertincta|t__SGB15771	0.0	0.0	0.0	0.02931	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales|f__Micromonosporaceae|g__Paractinoplanes|s__Paractinoplanes_atraurantiacus|t__SGB16446	0.0	0.0	0.0	0.02919	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_quisquiliarum|t__SGB36208	0.0	0.0	0.0	0.02863	0.0	0.0	0.0	0.0	0.00132	0.24246
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalicoccobacillus|s__Alkalicoccobacillus_plakortidis|t__SGB109761	0.0	0.0	0.0	0.02861	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_halotolerans|t__SGB94625	0.0	0.0	0.0	0.02493	0.0	0.06377	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Paracnuella|s__Paracnuella_aquatica|t__SGB27690	0.0	0.0	0.0	0.02345	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter_sp_ME_Dv_P_122b|t__SGB207793	0.0	0.0	0.0	0.02277	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinomycetospora|s__Actinomycetospora_chibensis|t__SGB176063	0.0	0.0	0.0	0.02191	0.0	0.0	0.0	0.0	0.00334	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_cerastii|t__SGB89785	0.0	0.0	0.0	0.01513	0.0	0.0	0.0	0.0	0.0	0.02361
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Mixta|s__Mixta_sp_BE291|t__SGB60469	0.0	0.0	0.0	0.01401	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_B35_04|t__SGB87918	0.0	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.01615	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_YIM_B02443|t__SGB179491	0.0	0.0	0.0	0.01381	0.01267	0.0	0.14093	0.0	0.03444	0.17067
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Cognatilysobacter|s__Cognatilysobacter_xinjiangensis|t__SGB88960	0.0	0.0	0.0	0.01276	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Micrococcus_luteus_ATCC_49442|t__SGB88001	0.0	0.0	0.0	0.01171	0.00425	0.03089	0.06533	0.0	0.2419	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aliihoeflea|s__Aliihoeflea_sp_2WW|t__SGB32167	0.0	0.0	0.0	0.01036	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_aerilatus|t__SGB109472	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_microcysteis|t__SGB89544	0.0	0.0	0.0	0.00991	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_enclense|t__SGB16897	0.0	0.0	0.0	0.00915	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_cucumis|t__SGB87508	0.0	0.0	0.0	0.00854	0.0	0.01958	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Compostibacillus|s__Compostibacillus_humi|t__SGB82696	0.0	0.0	0.0	0.0073	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Subtercola|s__Subtercola_sp_Z020|t__SGB23930	0.0	0.0	0.0	0.0068	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_carotinifaciens|t__SGB31685	0.0	0.0	0.0	0.00602	0.0	0.0	0.0	0.0	0.0	0.18525
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_CFBP_13721|t__SGB88568	0.0	0.0	0.0	0.00601	0.0	0.0	0.53261	0.0	0.0	0.00313
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae|g__Sphingosinicella|s__Sphingosinicella_sp_BN140058|t__SGB31622	0.0	0.0	0.0	0.00577	0.0228	0.0	0.0	0.0	0.0	0.00607
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_radiotolerans|t__SGB3416	0.0	0.0	0.0	0.00565	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_marinum|t__SGB55576	0.0	0.0	0.0	0.00551	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB11737|t__SGB11737	0.0	0.0	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_oryzae|t__SGB11385	0.0	0.0	0.0	0.00395	0.03545	0.0	0.0	0.02775	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_salanitronis|t__SGB1915	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_sediminis|t__SGB86901	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_hippophais|t__SGB175771	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_dauci|t__SGB29244	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_sp_Marseille_Q4280|t__SGB111062	0.0	0.0	0.0	0.00265	0.0	0.0	0.01754	0.0	0.00814	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Promicromonosporaceae|g__Krasilnikoviella|s__Krasilnikoviella_flava|t__SGB16062	0.0	0.0	0.0	0.00229	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_terreus|t__SGB87794	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Croceibacterium|s__Croceibacterium_ferulae|t__SGB31745	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_brevitalea|t__SGB179486	0.0	0.0	0.0	0.0	0.20449	0.0	0.03975	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_rubneri|t__SGB93186	0.0	0.0	0.0	0.0	0.18222	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudescherichia|s__Pseudescherichia_vulneris|t__SGB10097	0.0	0.0	0.0	0.0	0.13609	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_oceanosedimentum|t__SGB16801	0.0	0.0	0.0	0.0	0.11721	0.0	0.0	0.10808	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_IC2_278|t__SGB57109	0.0	0.0	0.0	0.0	0.1086	0.0	0.54189	0.0	0.0	0.03581
k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales|f__Microcoleaceae|g__Tychonema|s__Tychonema_SGB91063|t__SGB91063_group	0.0	0.0	0.0	0.0	0.09298	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_oryzihabitans|t__SGB12308	0.0	0.0	0.0	0.0	0.04161	0.08071	0.0853	0.17744	0.02931	0.07087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus|s__Novibacillus_thermophilus|t__SGB8272	0.0	0.0	0.0	0.0	0.02977	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales|f__Kineosporiaceae|g__Kineococcus|s__Kineococcus_rubinsiae|t__SGB87486	0.0	0.0	0.0	0.0	0.02938	0.0	0.0	0.0	0.0	0.00318
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_zoogloeoides|t__SGB12864	0.0	0.0	0.0	0.0	0.02588	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_YIM_B02769|t__SGB179485	0.0	0.0	0.0	0.0	0.02576	0.0	0.64749	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum|t__SGB16900	0.0	0.0	0.0	0.0	0.02473	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_BAUL_RG_20F_R05_02|t__SGB111758	0.0	0.0	0.0	0.0	0.0216	0.0	0.0	0.0	0.0	0.02522
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales|f__Kineosporiaceae|g__Kineococcus|s__Kineococcus_rhizosphaerae|t__SGB23828	0.0	0.0	0.0	0.0	0.01977	0.0	0.00242	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Siccibacter|s__Siccibacter_turicensis|t__SGB23238	0.0	0.0	0.0	0.0	0.01569	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_sp_CE17|t__SGB47274	0.0	0.0	0.0	0.0	0.01346	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_kyungheensis|t__SGB154296	0.0	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales|f__Geodermatophilaceae|g__Petropleomorpha|s__Petropleomorpha_daqingensis|t__SGB87449	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.01243	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_wallisii|t__SGB10173	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.11482
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales|f__Polyangiaceae|g__Polyangium|s__Polyangium_aurulentum|t__SGB173956	0.0	0.0	0.0	0.0	0.00112	0.0	0.00171	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985	0.0	0.0	0.0	0.0	0.0	1.42492	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_phoceense|t__SGB17119	0.0	0.0	0.0	0.0	0.0	0.47212	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639	0.0	0.0	0.0	0.0	0.0	0.41101	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_acetylicum|t__SGB8325	0.0	0.0	0.0	0.0	0.0	0.38085	0.0	0.0	0.01885	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea|s__Cedecea_neteri|t__SGB10031	0.0	0.0	0.0	0.0	0.0	0.36996	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_SGB98731|t__SGB98731	0.0	0.0	0.0	0.0	0.0	0.28262	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_stationis|t__SGB17128	0.0	0.0	0.0	0.0	0.0	0.20054	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_yomogidense|t__SGB16632	0.0	0.0	0.0	0.0	0.0	0.17433	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB100385|t__SGB100385	0.0	0.0	0.0	0.0	0.0	0.09072	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_liuliyuniae|t__SGB110849	0.0	0.0	0.0	0.0	0.0	0.08847	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__GGB10111|s__GGB10111_SGB98996|t__SGB98996	0.0	0.0	0.0	0.0	0.0	0.05049	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp_SL306|t__SGB175804	0.0	0.0	0.0	0.0	0.0	0.04189	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Planococcus|s__Planococcus_beijingensis|t__SGB82729	0.0	0.0	0.0	0.0	0.0	0.03342	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Ruaniaceae|g__Ruania|s__Ruania_SGB99013|t__SGB99013	0.0	0.0	0.0	0.0	0.0	0.02995	0.0	0.0	0.0	0.0
k__Archaea|p__Nitrososphaerota|c__CFGB659|o__OFGB659|f__FGB659|g__GGB53661|s__GGB53661_SGB74794|t__SGB74794	0.0	0.0	0.0	0.0	0.0	0.02962	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_SGB96890|t__SGB96890	0.0	0.0	0.0	0.0	0.0	0.02721	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_aestuarii|t__SGB88708	0.0	0.0	0.0	0.0	0.0	0.02669	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_psychrophilus|t__SGB29719	0.0	0.0	0.0	0.0	0.0	0.01843	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB33044	0.0	0.0	0.0	0.0	0.0	0.01149	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_AS2_8|t__SGB206605	0.0	0.0	0.0	0.0	0.0	0.00983	0.00655	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_indicus|t__SGB7670	0.0	0.0	0.0	0.0	0.0	0.00958	0.0	0.0	0.0	0.0
