clade_name	BandlaA_2020__SRR10585495	BandlaA_2020__SRR10585497	BandlaA_2020__SRR10585498	BandlaA_2020__SRR10585499	BandlaA_2020__SRR10585507	BandlaA_2020__SRR10585513	BandlaA_2020__SRR10585514	BandlaA_2020__SRR10585515	BandlaA_2020__SRR10585516	BandlaA_2020__SRR10585518	BandlaA_2020__SRR10585527	BandlaA_2020__SRR10585528	BandlaA_2020__SRR10585529	BandlaA_2020__SRR10585530	BandlaA_2020__SRR10585531	BandlaA_2020__SRR10585540	BandlaA_2020__SRR10585541	BandlaA_2020__SRR10585542	BandlaA_2020__SRR10585558	BandlaA_2020__SRR10585544	BandlaA_2020__SRR10585559	BandlaA_2020__SRR10585561	BandlaA_2020__SRR10585560
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales|f__Micromonosporaceae|g__Actinocatenispora|s__Actinocatenispora_sera|t__SGB34096	0.0	0.0	0.02734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB73256|o__OFGB73256|f__FGB73256|g__GGB96790|s__GGB96790_SGB136418|t__SGB136418	0.0	0.0	0.01671	0.0	0.0	0.10193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Sediminibacterium|s__Sediminibacterium_ginsengisoli|t__SGB3475	0.0	0.0	0.01121	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Roseateles_puraquae|t__SGB12794	0.0	0.0	0.00897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_J_067|t__SGB99570	0.0	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Hephaestia|s__Hephaestia_mangrovi|t__SGB111759	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.01058	0.02729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB134395|s__GGB134395_SGB179663|t__SGB179663	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_panaciterrae|t__SGB28344	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus|s__Thiobacillus_SGB38612|t__SGB38612	0.0	0.0	0.0	0.06403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB73688|t__SGB73688	0.0	0.0	0.0	0.0	29.73681	0.0	0.0	0.0	0.0	0.0	0.0	0.03181	0.0	0.0	0.0	0.32043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_gawkjiense|t__SGB16908	0.0	0.0	0.0	0.0	15.16146	1.7514	3.00456	0.20154	0.33011	4.18192	0.12252	2.1278	9.03303	3.10375	4.87946	4.85265	0.0	0.0	0.34642	0.0	0.0	0.12647	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_oryzihabitans|t__SGB12308	0.0	0.0	0.0	0.0	12.31901	0.0	0.0	0.0	0.30318	25.78699	2.31797	8.03456	4.26593	3.1007	15.08704	12.88712	0.0	0.0	0.37411	0.0	0.0	0.79312	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_indicum|t__SGB8326_group	0.0	0.0	0.0	0.0	10.86214	0.7145	0.0	0.0	0.0	0.68541	0.12847	1.10555	5.0569	1.53217	10.0226	31.94968	0.0	0.0	0.18114	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_enclense|t__SGB16897	0.0	0.0	0.0	0.0	6.55448	0.0	0.0	0.0	0.0	0.26154	0.0	0.0	2.84629	1.15679	0.0	4.88209	0.0	0.0	0.0	0.0	30.12691	2.14966	0.06815
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_SGB209216|t__SGB209216	0.0	0.0	0.0	0.0	5.07737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30027	0.21115	0.03938	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_carotinifaciens|t__SGB31685	0.0	0.0	0.0	0.0	4.62815	0.0	0.0	0.0	0.0	22.88197	0.0	3.90826	25.41755	3.29126	2.39048	7.44531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_PRF11|t__SGB175375	0.0	0.0	0.0	0.0	4.61466	0.0	0.0	0.0	0.0	3.11498	0.0	0.0	3.48208	0.0	0.14631	1.30435	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_melonis|t__SGB16015	0.0	0.0	0.0	0.0	2.21266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB107694|t__SGB107694	0.0	0.0	0.0	0.0	0.84586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_actinosclerus|t__SGB17547	0.0	0.0	0.0	0.0	0.48396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38431	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae|g__Rhodococcoides|s__Rhodococcoides_kroppenstedtii|t__SGB15803	0.0	0.0	0.0	0.0	0.39617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_RU1D|t__SGB16895	0.0	0.0	0.0	0.0	0.32406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62747	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__GGB52574|s__GGB52574_SGB73453|t__SGB73453	0.0	0.0	0.0	0.0	0.28448	0.0	0.0	0.0	0.0	0.34982	7.14063	1.2925	1.13013	2.82348	0.52849	0.21984	0.0	0.0	0.0	2.55041	0.0	0.0	0.0
k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_gobiensis|t__SGB17541	0.0	0.0	0.0	0.0	0.23985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_salinitolerans|t__SGB11093	0.0	0.0	0.0	0.0	0.18637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.4996	0.0	0.0	0.3952	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_ureilytica|t__SGB32170	0.0	0.0	0.0	0.0	0.11744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.32622	0.00395	0.0	0.8812	0.0	0.0	2.60991	0.0	0.0	0.0	0.23758
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888|t__SGB74792	0.0	0.0	0.0	0.0	0.11226	0.46422	4.00252	1.24438	1.07948	0.03508	8.30159	8.97997	2.84686	10.51115	3.04234	0.81609	0.0	0.0	1.93113	26.48936	0.0	1.06095	3.48836
k__Bacteria|p__Actinomycetota|c__CFGB44081|o__OFGB44081|f__FGB44081|g__GGB52723|s__GGB52723_SGB73625|t__SGB73625	0.0	0.0	0.0	0.0	0.10209	0.0	0.0	0.0	0.0	0.03159	5.25167	4.63483	0.87924	6.1716	2.21743	0.6235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_hydrothermale|t__SGB55565	0.0	0.0	0.0	0.0	0.10136	0.0	0.0	0.0	0.0	0.0	0.0	3.78584	0.0	0.0	0.56833	0.0	0.0	0.0	0.34858	0.0	0.0	0.0	0.0
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB87551|s__GGB87551_SGB122529|t__SGB122529	0.0	0.0	0.0	0.0	0.09645	0.20874	2.15226	1.1272	0.4948	0.0	2.26468	2.02283	0.98232	3.04855	1.41443	0.44111	0.0	0.0	2.37398	0.0	0.0	0.95788	2.93212
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_radiodurans|t__SGB87927	0.0	0.0	0.0	0.0	0.08682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83472	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_alkalitolerans|t__SGB12833	0.0	0.0	0.0	0.0	0.07906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__Candidatus_Tremblaya|s__Candidatus_Tremblaya_princeps|t__SGB201081	0.0	0.0	0.0	0.0	0.06608	0.0	0.0	0.0	0.0	0.28189	0.0	0.0	6.30013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_oceanosedimentum|t__SGB16801	0.0	0.0	0.0	0.0	0.05915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01227	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chloroflexota|c__CFGB49786|o__OFGB49786|f__FGB49786|g__GGB49785|s__GGB49785_SGB69770|t__SGB69770	0.0	0.0	0.0	0.0	0.05207	0.0	0.08549	0.0357	0.0	0.0	4.12709	3.84734	1.26301	3.82153	1.17842	0.63963	0.0	0.0	0.0	19.34567	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB22434|o__OFGB22434|f__FGB22434|g__GGB51004|s__GGB51004_SGB71215|t__SGB71215	0.0	0.0	0.0	0.0	0.04583	0.0	0.0	0.0	0.0	0.05866	15.29658	15.47227	1.56514	14.93354	6.1684	1.1399	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB49326|o__OFGB49326|f__FGB49326|g__GGB90628|s__GGB90628_SGB127264|t__SGB127264	0.0	0.0	0.0	0.0	0.0355	0.0	0.0	0.0	0.0	0.01063	2.54808	2.0174	1.02485	2.62107	1.01393	0.62485	0.0	0.0	0.0	12.12551	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus|s__Novibacillus_thermophilus|t__SGB8272	0.0	0.0	0.0	0.0	0.01857	0.03164	0.0981	0.00784	0.0	0.0	0.20717	0.28869	0.0	0.3409	0.2086	0.09153	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Bruguierivoracaceae|g__Sodalis|s__Candidatus_Sodalis_sp_SoCistrobi|t__SGB31092	0.0	0.0	0.0	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Aliibacillus|s__Aliibacillus_thermotolerans|t__SGB154024	0.0	0.0	0.0	0.0	0.01065	0.35312	0.45831	0.88278	0.22376	0.0	0.38241	0.5381	0.03618	0.29247	0.19634	0.17904	0.0	0.0	0.03565	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Geitlerinematales|f__Geitlerinemataceae|g__Geitlerinema|s__Geitlerinema_sp_PCC_7407|t__SGB13386	0.0	0.0	0.0	0.0	0.00386	0.04493	0.27909	0.0	0.0	0.0	0.0	0.0	1.64464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB137325|s__GGB137325_SGB175247|t__SGB175247	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_mishrai|t__SGB16752	0.0	0.0	0.0	0.0	0.0	15.59179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_nicotianae|t__SGB16750	0.0	0.0	0.0	0.0	0.0	3.46029	0.06372	0.0	0.0	0.0	0.0	0.0	0.0	0.70376	0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Mitsuaria_sp_BK037|t__SGB12796	0.0	0.0	0.0	0.0	0.0	1.9113	0.53858	0.65078	0.52592	0.0	3.83061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_towneri|t__SGB10412	0.0	0.0	0.0	0.0	0.0	1.88453	0.0	0.9988	0.43708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii|t__SGB10127	0.0	0.0	0.0	0.0	0.0	1.32316	0.0	0.52497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_SGB73350|t__SGB73350	0.0	0.0	0.0	0.0	0.0	0.99248	0.0	0.17265	0.25348	0.0	1.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii|t__SGB10346	0.0	0.0	0.0	0.0	0.0	0.83063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens|t__SGB11094	0.0	0.0	0.0	0.0	0.0	0.5426	0.58349	0.0	0.27693	0.0	1.62312	0.17504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50533	1.76009	0.81326
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_mexicana|t__SGB88901	0.0	0.0	0.0	0.0	0.0	0.51881	2.20823	1.29648	0.24342	0.0	0.56214	0.0	0.0	0.14716	0.20341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB87885|t__SGB87885	0.0	0.0	0.0	0.0	0.0	0.45071	1.18839	0.09875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_indicum|t__SGB11370	0.0	0.0	0.0	0.0	0.0	0.43358	0.10436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_kaohsiungensis|t__SGB88924	0.0	0.0	0.0	0.0	0.0	0.42909	0.44562	0.4875	0.19902	0.0	3.38525	3.45179	0.0	0.77685	0.47682	0.12004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_anthina|t__SGB13016	0.0	0.0	0.0	0.0	0.0	0.41652	0.04221	0.14888	0.11998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Jonesiaceae|g__Jonesia|s__Jonesia_denitrificans|t__SGB17212	0.0	0.0	0.0	0.0	0.0	0.40746	0.0	0.47682	0.04562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12456	0.0	0.0	0.0	0.0	0.0	0.35939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02344	0.0	7.75446
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_paraoxydans|t__SGB16869	0.0	0.0	0.0	0.0	0.0	0.31532	0.1806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_flexibilis|t__SGB12335	0.0	0.0	0.0	0.0	0.0	0.29159	0.75932	0.84689	0.18094	0.0663	4.11363	2.49818	1.60017	2.41467	1.19773	1.53229	0.0	0.0	0.20685	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_pusense|t__SGB11087	0.0	0.0	0.0	0.0	0.0	0.28472	1.18125	0.13487	0.03602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Luteimonas|s__Luteimonas_composti|t__SGB180820	0.0	0.0	0.0	0.0	0.0	0.28247	1.01957	0.69922	0.07646	0.0	0.77933	0.2	0.0	0.0	0.46517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_alkaliphilum|t__SGB8324	0.0	0.0	0.0	0.0	0.0	0.21516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB32106	0.0	0.0	0.0	0.0	0.0	0.19507	1.05273	0.40529	0.19319	0.0	0.88572	0.47596	0.0	0.31927	0.23467	0.0982	0.0	0.0	0.07716	0.0	0.0	0.08305	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii|t__SGB10370	0.0	0.0	0.0	0.0	0.0	0.18949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_jiangningensis|t__SGB12566	0.0	0.0	0.0	0.0	0.0	0.17491	0.0	0.0	0.26742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Lysobacter|s__Lysobacter_soyae|t__SGB110257	0.0	0.0	0.0	0.0	0.0	0.14066	0.11663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_QY071|t__SGB87631	0.0	0.0	0.0	0.0	0.0	0.13851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_hominis|t__SGB87537	0.0	0.0	0.0	0.0	0.0	0.13845	0.01281	0.09997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_persica|t__SGB87545	0.0	0.0	0.0	0.0	0.0	0.13502	0.58204	0.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Demequinaceae|g__Demequina|s__Demequina_sediminis|t__SGB175147	0.0	0.0	0.0	0.0	0.0	0.1331	0.24329	0.34656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_YD4|t__SGB175517	0.0	0.0	0.0	0.0	0.0	0.12223	0.0	0.01999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Thermobifida|s__Thermobifida_fusca|t__SGB16392	0.0	0.0	0.0	0.0	0.0	0.10383	0.81221	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_profundum|t__SGB8320	0.0	0.0	0.0	0.0	0.0	0.09575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_arthrosphaerae|t__SGB175409	0.0	0.0	0.0	0.0	0.0	0.09236	0.87918	0.22439	0.1431	0.0	0.43768	0.26311	0.0	0.20778	0.14964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri|t__SGB10406	0.0	0.0	0.0	0.0	0.0	0.08118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
